746442,47743
1956449,4172258
1901525,16147
1502515,604773
446212,40474
444736,5724247
48042,216453
1498382,858733
47164,4959481
1589504,3026368
117730,2978182
1328681,4674586
180879,395832
147287,8769217
421453,1503753
4288659,8765350
6549908,48042
516348,783092
1475353,377230
1949713,119478
508292,1374301
7952962,2701051
8741005,46643
634767,9105143
495530,339
46345,266888
1504417,69115
1309655,4591813
551912,41504
3089075,5350057
2696767,7496
7452206,6736435
91802,3929
201833,411959
54476,2460029
1464679,5914783
4419303,133986
3643002,4762232
4187702,48915
1768919,1753610
105620,2467809
243644,3493
194943,1909989
1896462,1515222
354914,1045190
5489151,30327
6532176,195157
11779,681480
5438422,5421029
29502,48600
934004,1512422
56366,6963
4412342,1455821
3472155,1436995
109215,2892298
53468,5397902
399545,4672
506641,257097
676918,44064
7706877,3948694
25231,153560
655492,54988
888439,8803588
7461626,2078325
82649,5358613
47250,1747083
234855,92922
2341086,16031
5043278,11033921
1324891,8272338
44072,6530942
1208557,1517150
296056,1495884
61072,1007865
2461170,4018
2444768,5380542
628845,444266
661993,6794384
2736769,3308894
1165247,918404
217798,1848034
550433,269788
6604086,1013631
356807,82831
765390,606588
58317,1611394
874210,20255
858408,262491
206271,194821
443998,2792162
3517705,44057
3406089,2046770
3121349,10190898
3474383,137445
537497,1293268
5419691,287853
1732854,24295
1514150,7549002
3227426,8766847
8423947,2888510
1424,1231405
440768,187303
4458251,4458493
1231762,620719
513565,8774252
253785,2311
152304,8764416
166887,89068
2136,1298748
2364651,8764415
4193344,25659
99672,3679680
551615,4014108
3887,5479071
6963,1443526
161882,12890
2480346,1928727
6031850,5994113
827581,8907112
7248437,5512924
1108471,8785643
54006,4249243
426545,5385749
2516998,3480857
445062,1576675
427786,86795
197600,107037
1156508,94979
2134471,17689
1942574,4353445
216773,639295
79918,178970
931422,4857334
89068,8907246
103390,2677884
46381,6806194
7359597,534
3583074,776008
68680,1900117
1018321,61019
16031,1530316
108174,1226636
2150609,3213406
743221,503688
195362,4190295
619012,4196718
803282,941670
3381269,11749
2763289,47344
194702,3408155
918506,4559400
195167,2344617
1042570,447806
86795,1433484
1284965,455455
7226732,1940457
1241744,3458959
46232,47350
71968,4194115
113350,227028
234702,445036
1177421,8764401
685208,685374
217659,1673555
406570,8442
22441,1026587
266982,217798
112930,1513133
1069434,8797359
6008696,5994113
187674,645963
7497951,40169
1042712,447806
854197,8765701
234702,2772030
2753721,916303
89068,44766
352987,784061
490319,8765685
4196808,72280
2825432,2472449
692617,869564
662504,1780173
31285,92922
46232,6797998
4762942,8917340
1165088,239226
259580,4105993
7446451,1685605
517639,94148
39895,1515808
2817856,4970743
6636129,619142
147833,8764418
695304,4772924
5367021,3437864
1347914,4152424
263515,4789822
1548140,3354113
1487317,1677346
7217756,7923547
4675449,398124
1693,9997066
53369,22820
53881,1956454
3224793,580491
661256,8771186
6854922,6899165
4659730,4631469
18115,1308863
487876,4013837
132335,1499726
1201659,90259
2552940,1550267
4867107,2962528
195362,5417963
445045,1450
1564396,8937342
1287749,6786422
3374230,219573
935271,1443003
971944,948988
199348,199308
83019,650368
255601,1065021
6006548,5994113
599867,249268
4229516,47164
2470427,5358613
4672,8912539
2188176,107141
47164,2256803
160436,2288382
1162934,1986158
214822,604429
1435955,897992
233931,4369929
4868553,453515
922473,136545
622034,397157
2511672,500750
845155,4440988
4744243,8765701
6863709,8766738
1266642,270590
55767,4409410
8500806,6623784
905153,239385
81868,5429244
6536814,3403
18753,267575
1293440,5335160
3222932,4007623
107497,2274691
3867763,7496
53964,621465
1517637,487288
537483,16201
54109,284369
457740,5409854
666248,8934752
56382,218004
53468,26281
428931,52828
208407,1314100
33975,676519
5494,3887
282409,10946885
823572,8770017
290388,8762944
72413,1089963
72413,6599630
4409108,396038
644484,34315
1504626,64753
120590,419254
220938,69009
4907553,96853
1510834,619144
1325580,38450
1142418,1142329
203502,133848
124428,2557701
220473,67035
1849173,268317
482902,3422025
3493,3098220
3561880,47575
662686,16270
1468248,1750131
192741,1019281
4786854,1781904
2827976,7410451
828749,9181063
9653,129131
940024,628572
1740038,4076407
1706611,717186
692211,378727
635207,38253
1377203,214778
2771303,9879451
2939135,3647195
1484646,16242
7051,5996
55803,71559
11569,674932
2364635,108468
2868720,111800
7141604,4169927
2460091,267659
71998,18115
53881,1162306
1693139,8766997
4787334,8809376
447606,9039421
1764183,44058
1849457,407048
2933934,119055
7643456,7643466
495996,8765148
933990,265565
11749,1512739
1152420,14073
618671,1214281
6776569,44064
3402,6633938
569466,12312
2832172,98209
145880,8767976
263743,8880805
1156587,1156941
4106264,1504812
22833,8818200
1868253,748198
445062,450974
483102,8764804
5543061,7695065
166544,972767
2282514,9609
1509992,56669
2456497,55567
149814,8765335
6615152,451391
4672,107190
885677,688136
1013639,262890
2995,2704
25659,262587
168062,10438137
53881,6563735
4197272,44057
1013041,508470
4415419,219293
7259419,2884502
3899942,9891903
17463,196453
3428159,2367651
512204,191365
2340,242331
3491947,4042316
452283,3443746
107038,1569010
44064,627614
504046,6742541
81868,9962276
485586,1484127
124948,8762953
1011262,296056
233340,187424
2646390,876747
1893300,628757
409,1531081
3488230,213317
1803010,1934213
7177238,1629776
3013572,876747
4050224,8982923
100109,174041
48234,6808065
922535,716
3010466,34919
86000,496490
1554763,134729
19259,201716
1812393,1617494
56382,1383440
1073619,1073155
66302,46562
562354,41190
251680,553851
3285608,8765706
5702178,5702096
132335,1449219
1030623,8765667
1381805,36650
504000,8781694
952813,1499885
488348,366731
5236825,1349110
288110,3396016
146128,8765670
3146833,895419
503628,8765691
22696,1157985
1568482,83718
53468,949616
462602,732992
195923,16198
2352743,2350337
5564677,227751
3902735,8943903
13814,3440686
56668,238452
486233,9024375
217798,1502478
4976970,4163771
2340812,1157759
2936679,175300
484638,54603
6903914,629661
13520,2070401
203314,4039526
2405257,8784864
132075,2531714
629661,55279
1722068,9256309
1231564,72280
71555,4690702
3419802,1529942
562936,4378
108529,5400893
4140908,5884647
195362,4196490
48313,1293500
947057,54199
3720826,6623784
671470,2323
187865,27848
444266,251496
628961,1504417
47927,1770127
756176,8829287
256289,3487
475059,12541
12436,91742
47205,1448690
16203,2905253
2102723,1112939
6442522,5994113
1073343,1891220
495335,19298
554537,402056
4404319,15895
654908,1444409
3887,445474
399586,202014
1229140,1433047
3938030,8121005
256425,411564
1190543,6535953
291281,5617665
455729,8825290
147010,21240
1309426,8764420
71219,25215
1507764,443687
33780,1926557
7418,35987
2364627,3191625
654945,5712098
1837715,444736
1479681,7792393
867794,69324
2878267,195362
3942331,667476
387080,432791
1578163,788638
542260,14884
1916100,644539
692536,1312323
1225066,1389816
2336095,18115
1665616,6601627
1011748,34614
512053,3109655
2933055,9702694
1842632,8766901
3487,633325
212829,503958
1322516,556177
4459791,12890
692838,3007429
205661,16252
5666009,5662790
68961,56140
7102523,2368988
628239,1581161
146208,267728
216829,3165649
1951126,396038
904110,70850
46115,450072
3359865,895588
1780151,20755
1438628,5367294
241886,216481
1847089,195220
827025,550226
142499,598654
440351,33970
3271524,64406
3364,3168181
51572,49241
1924210,1924159
2472462,1025967
1213159,409
2742663,8764437
486094,5877347
914846,3285361
513762,89449
1564383,3002199
6848678,6841952
70726,1121152
205806,149932
1150999,1850573
81868,4020488
3319319,7190735
70766,488143
217247,46697
46424,795029
1152978,233964
55124,405013
4964034,15322
4406567,1374421
5571232,33975
3430027,220870
1064872,5046932
619296,16190
446245,16070
55567,1850370
1017038,56843
65187,1606306
1305216,420798
291175,114364
4155941,1049434
68298,133832
838569,3357722
624392,5365549
44072,2488590
4175797,15282
1761297,10134295
1603421,447806
214307,482177
874225,536154
2043920,217244
2689621,90259
47344,2864939
620812,1449812
1375071,269842
2529197,1705394
6656,18260
1376396,6645991
3764013,217846
71968,16431
1017728,302426
2868388,2042012
444689,195167
44058,619097
3016322,877641
1493979,4631469
539150,1681422
2637191,1211434
3577872,6699288
2943830,8764415
467050,1864280
17389,107203
443687,3391550
143189,16281
517279,8797586
55716,6707200
12123,16013
1565232,4193521
13889,723169
55567,6558292
887049,553851
2271141,658747
7051,1499052
3392418,570268
68322,69362
91742,56204
5493695,655687
3652529,10528966
7420027,4284244
1101176,8872972
868542,6623784
56382,629147
1484179,3252403
539432,8767030
3380525,10352704
1478035,131443
1667241,25442
32205,406218
1385889,8812169
81868,5335311
489135,265395
47869,765027
1503905,195527
3580522,604232
968412,504900
1308885,31773
1113728,297468
40951,569044
68961,2559584
147858,3117235
195220,38445
99106,709323
2025526,8837993
4963788,3615
3238172,690542
994312,936478
59807,116289
3614564,3905210
68961,1846760
497323,8763420
4787642,10202246
2766659,6636728
3529268,3364
87028,625552
2318602,583924
37605,1424
792640,792622
445825,39895
3402,271837
168657,6580898
265183,154292
1439871,547486
1227414,8736871
1384056,1384080
4734,5828
1507165,628991
482924,54603
936334,3230
145116,2778492
780968,7124739
69009,4231371
64798,8764428
15744,213358
4514449,53468
497733,672423
1962067,8806625
568561,409936
508046,244435
491166,8765336
883116,1386199
518193,688136
1779994,1917144
234702,1197161
2484460,6742011
534,986185
111800,43900
189477,554038
2919463,1179554
394521,887002
432405,20353
5007802,982276
383263,8859885
1179365,38436
195362,1455646
4502408,291175
415629,119217
219598,72169
121193,2091238
3387978,8769224
192352,192611
9526,195729
59328,149519
1710121,117829
433125,153560
5884324,6623784
1485749,1367690
117829,66352
5808689,1516333
480135,42965
1221218,6963
440429,47344
1237399,1286227
14772,549938
206784,284688
89870,32171
6011,455628
47869,290203
3637268,3976372
269842,107038
67136,859256
447989,15339
512585,265395
3585439,137808
3204407,76927
443723,243707
1359913,371414
4867,97173
25115,264760
842750,2964229
1784125,44098
54545,1848254
200277,11232724
793055,7613293
25597,550093
234944,5002
45785,654761
4673392,119439
55519,234702
506079,3458959
4893111,113873
206738,4413065
681779,6621849
68551,3885936
48234,892161
4564317,1445024
871666,8619593
141943,405540
2703935,559339
2696558,119217
6526492,44098
475557,525097
47250,3380136
2931926,645019
2486989,2487033
738930,55067
626940,3259886
682017,1862423
1299214,616344
566616,2308938
511297,1714593
1190311,8762941
603029,1149754
44057,5474646
55511,619715
1016335,3309219
2172914,213317
3120980,4672
1323644,68669
8611089,25442
242205,226967
1496160,53468
197615,8780997
251086,1088845
153600,429194
4347395,8765691
289167,7309809
1543240,13952
868065,8765358
45785,1314131
228074,44064
48915,3368477
788637,6040954
3935887,3936366
630585,91155
1781292,256681
824991,2312145
3387256,107006
3514516,23183
420668,1693
828633,9353548
1976611,1482759
2189081,271275
16242,3098507
54476,536407
1042950,10111964
62940,933990
3918546,8962762
119446,294088
6963,557714
16013,573374
5819,9613513
5423463,43293
107087,32171
444736,1749885
630104,48915
117829,2340543
3074069,3074043
1125908,4647020
902696,657659
4568872,425699
1389118,19117
1704629,9113264
79277,2142696
624678,638675
2169240,5856564
902253,1205244
245511,7831973
534,7329778
444138,508654
508993,8763554
1125561,1054402
601169,4621593
19878,686298
7305378,7744
1208842,56668
459703,4241566
3416702,18020
4486596,12890
4506534,4506430
284411,6863131
1515674,3493
1329174,1329065
25117,9008643
2500042,186347
116993,8791451
3359347,3022590
832308,797152
443823,7475681
564729,5778615
4569607,2938497
7691957,3214519
152700,8763472
2724904,2823
2476513,498971
1736197,9663510
54006,1509000
4127616,1784481
1778143,3381073
2033506,40169
5464666,297831
24501,655411
875735,280514
127750,127551
1290946,1488677
2615302,781322
7321087,7744
618346,3487
3610015,8817259
3280968,2940199
4500615,8826173
1384262,416486
5566,4672
402642,8927207
67035,3354353
869550,3362380
552167,628042
6528216,8805511
10403,406984
6022951,7222156
146869,8769221
103285,448837
5211345,1349110
6751795,217798
15744,1485616
44057,3907256
93232,130073
604769,1455430
16201,429245
393895,8804966
47164,3054425
1522815,45541
219293,1365556
31592,3027037
4269645,385294
2636703,72709
399226,8764924
260446,1631268
91802,2021893
3381073,2827496
166303,148737
2621431,72413
17389,2053790
1449613,89404
667564,4944702
257704,670371
3416672,134729
5417540,933925
515128,4578768
798552,8771512
1874318,132335
8436449,1074072
154292,10580611
4137593,1096393
203804,2414454
2237848,208407
44057,3906843
54603,8885183
422714,8777609
6816007,55567
48221,1143921
3197196,423282
195998,2106767
433053,65187
971815,620083
1324785,144907
4827705,1147472
13100,19077
1414925,5979755
96744,96528
152940,8784998
1592313,251162
6646991,1031801
1430270,48313
478681,8854990
195563,559139
375826,1189414
2120136,9009701
60865,61856
3364,4483533
1450,441790
297382,3087621
16203,240363
368535,105897
777987,71555
4799429,4786851
6619942,16031
16201,3085508
728828,728374
55567,3015168
509731,8657299
7775246,7773963
6475291,5994113
1507963,48042
3487,4901635
4562770,630809
219293,247003
422290,74946
484006,1462053
53881,1827220
2141003,1931522
630339,37576
7724,1170578
582645,283103
5402890,1424
630288,655421
627824,55318
60547,93386
153068,3418697
285809,9
152791,604605
31355,3443599
793989,2901054
4531128,8832196
1056217,284688
3340961,6623784
368062,8764415
3132670,897992
149885,8762942
55567,219743
230447,1849989
2624543,2249586
97010,3376223
1552947,3383025
100825,4138496
129894,70943
1868026,85690
127257,1655693
1565786,9204123
510591,8767904
423202,9983130
567931,11779
92173,1437208
59072,1908859
58200,7281704
429226,8835
132335,6752495
1624976,69324
93369,2706100
689735,696620
2388965,409113
5569092,11277635
47296,482257
2419473,2419396
1031597,4524993
841924,2020726
1581266,267289
690713,9789229
1513070,217798
1960361,17661
6608006,10300
191495,186623
1062752,2209546
16264,33975
495546,37487
673951,963842
1693,2860919
196764,113220
284688,584570
8418328,1064130
8655880,8655649
1722195,16201
2648061,68312
101251,8777524
13952,3387815
518320,407023
6840909,3034257
55567,628555
659201,16856
31555,1826117
1770127,5473696
514436,1210805
3140485,695875
216853,1171734
5290196,1349110
71386,3386393
1703127,17389
134976,399678
37419,150399
3402,11195301
100399,1710047
1502788,13911
487447,1464613
983403,72412
2180123,2381754
7723,3682
2320752,47344
590401,288368
1852572,48042
203356,4047735
662959,8453
530732,10133059
5898464,10878161
1390745,1851759
881924,1020132
4241182,4241149
515287,3318157
4414112,1706368
467425,8765358
1292246,535483
111800,47088
3065592,2457360
1303547,265395
595249,6820892
160565,4503396
2321546,1980728
242027,45975
47511,548338
1013631,5479172
934928,11126
1120492,432332
12057,4681
1538104,24295
240850,9089116
1888853,8799356
1039810,468547
3631127,8773959
5354682,8766493
387943,69592
11126,3065027
3608763,3309187
2340,433325
1514803,548177
46649,3887
1350917,992903
2330,207883
5047358,1450
4022898,3323145
3438,5731010
792880,1963878
245477,4480067
1382473,48488
6645760,55567
638134,8832897
4953755,8762949
267705,118050
1374384,5672431
1510312,4583
1281705,2041752
7841012,1193104
4055245,4438126
1522559,167742
474018,8762946
144226,7440786
1848375,604773
2943837,10172439
3417,914745
119439,1983889
48042,723068
112712,7263301
3271508,1455821
5914783,5925678
56077,4118647
880584,688136
1414848,285809
5677563,10104575
962886,54077
934771,1750749
56591,748442
24501,653292
5361806,8765091
197871,1965609
887541,29424
2023008,3364
3634,411131
1845795,32171
995068,504124
38401,607429
1318612,445078
1515222,203356
1818255,1851576
1683579,511958
7340533,534
5006571,445062
620062,1846577
866369,449827
1512023,54006
893797,8769312
47808,194821
15656,446212
38450,3298557
86080,395464
2825433,195220
780637,9377
195804,429226
917933,962862
16070,4231311
262837,619499
5366,429311
1287501,248502
1769117,4014648
456274,1166263
1657078,4018
1495987,1629776
443998,934526
27997,1667553
7702599,3054590
1630374,8822464
93591,492977
4675677,2309700
7034,217571
3364,2836562
445134,2135512
71968,2282603
4412095,71823
3356087,641624
32459,2327992
3023038,1839718
620158,32405
531442,9779959
696847,3322351
859209,5339753
822280,3912126
3120321,46381
6286,1145701
5048634,2942964
886882,2283
203149,9737377
3623130,4328844
2020924,8249501
3094718,619697
2323,375512
1176230,95018
1511686,548177
7571288,2529236
133094,1184482
7296717,11072
103390,3985194
184445,8964929
524572,8887248
63603,712929
3094812,1741194
5541918,3634897
1200957,3889975
6723762,46381
46171,7744
448993,8787291
947579,409
3487,5031291
120161,128627
4120422,7140510
713843,451939
427849,228263
4177966,36797
620812,4195070
44072,2559620
1345637,47164
534,2889071
1960125,9673548
487449,7101242
16252,6686735
519747,8764422
1502482,6608006
53468,1498177
6647032,6645991
97010,4152371
886102,10073647
5619959,241147
51985,7357475
70701,1607516
471793,9453067
421199,30517
411343,3423846
268352,2297
1428845,46381
5830531,8797369
1682826,196241
240420,1158627
593781,620793
283382,47162
7851774,52828
405637,81092
3918060,4965991
68312,8327768
1504018,1947875
498898,3391524
668515,1043447
2335228,5402586
510353,8905760
8421686,2058398
119139,152929
484979,1131060
2136383,1951580
146433,8765602
534,7367880
1424,2169069
196241,3085049
4019261,4669733
3988245,2272349
596570,107201
292862,6868190
1647022,53881
2598988,21647
287784,673223
111659,8766707
3396016,6539229
852710,2408555
1743201,132335
2349242,847128
2199984,2200020
1290367,697719
682587,3042500
3608931,17889
448153,410218
4022523,4676165
674232,1006926
1518379,5906802
300102,553851
2609205,10166534
6537772,46381
5356029,4121408
8313411,4108707
681859,3404
1382925,933925
1848423,447806
1693,5417959
69014,240036
613423,1191674
25659,3211942
55021,55814
642531,1960369
1881736,8766522
200575,3205903
1499819,399586
45579,444452
1014892,4852304
149426,1131428
47869,1294111
394653,3426990
4106055,1847281
217798,2348959
1850784,137445
498760,1462053
7221069,4330253
654865,2323
6760821,195527
